name,address1,city,zip,country,latitude,longitude,price_level,provider_rating,provider_review_count,review_stats_all_average_score,review_stats_all_count,review_stats_all_total_score,review_stats_community_average_score,review_stats_community_count,review_stats_community_total_score,review_stats_critic_average_score,review_stats_critic_count,review_stats_critic_total_score,review_stats_dave_average_score,review_stats_dave_count,review_stats_dave_total_score
Don Giovanni Ristorante,214 10th Ave,New York,10011,US,40.7473469,-74.0042175,2,3,241,6.7,5,33.5,7.225,4,28.9,0,0,0,4.6,1,4.6
Dona Bella Pizza,154 Church St,New York,10007,US,40.7151451,-74.0079738,1,3,177,6.830769231,13,88.8,6.8,12,81.6,0,0,0,7.2,1,7.2
Double Zero,65 2nd Ave,New York,10003,US,40.726083,-73.989775,2,4,395,5.25,6,31.5,4.6,5,23,0,0,0,8.5,1,8.5
Ducali,289 Causeway St,Boston,2114,US,42.3670789,-71.0581116,2,3.5,267,7.58,13,98.54,7.566666667,12,90.8,0,0,0,7.74,1,7.74
Dulono's Pizza,118 N 4th St,Minneapolis,55401,US,44.9819829,-93.2729943,2,3,52,6.185714286,7,43.3,6.5,5,32.5,4.5,1,4.5,6.3,1,6.3
East Village Pizza,145 1st Ave,New York,10003,US,40.7282177,-73.9850845,1,4,174,8.3,44,365.2,8.306976744,43,357.2,0,0,0,8,1,8
Eataly Boston,800 Boylston St,Boston,2199,US,42.3473912,-71.0820284,2,3.5,809,7.7875,8,62.3,7.942857143,7,55.6,0,0,0,6.7,1,6.7
Eddie & Sam's NY Pizza,203 E Twiggs St,Tampa,33602,US,27.9488577,-82.4591727,1,4.5,874,7.536956522,46,346.7,7.546666667,45,339.6,0,0,0,7.1,1,7.1
Emily - West Village,35 Downing St,New York,10014,US,40.7293862,-74.0037767,2,4,424,7.66,10,76.6,7.711111111,9,69.4,0,0,0,7.2,1,7.2
Emmett's,50 Macdougal St,New York,10012,US,40.7273153,-74.0024806,2,4,435,7.885714286,7,55.2,7.9,6,47.4,0,0,0,7.8,1,7.8
Empire Slice House,1804 NW 16th St,Oklahoma City,73106,US,35.485709,-97.541423,1,4.5,866,7.82173913,23,179.9,7.836363636,22,172.4,0,0,0,7.5,1,7.5
Emporio,231 Mott St,New York,10012,US,40.7225943,-73.9952614,2,4,716,7.1,1,7.1,0,0,0,0,0,0,7.1,1,7.1
Encore Beach Club,3131 Las Vegas Blvd S,Las Vegas,89109,US,36.1271069,-115.1648303,3,3.5,808,1.4,1,1.4,0,0,0,0,0,0,1.4,1,1.4
Enzo Bruni La Pizza Gourmet,353 W 14th St,New York,10014,US,40.7409959,-74.0046301,1,4,10,7.985714286,7,55.9,8.05,6,48.3,0,0,0,7.6,1,7.6
Evel Pie,508 Fremont St,Las Vegas,89101,US,36.1692503,-115.1400711,1,4.5,573,6.2,19,117.8,6.216666667,18,111.9,0,0,0,5.9,1,5.9
F & M Slice Pizza,153 Ave C,New York,10009,US,40.7257098,-73.9779639,1,3,12,0.2,1,0.2,0,0,0,0,0,0,0.2,1,0.2
Famous Amadeus Pizza,408 8th Ave,New York,10001,US,40.7498097,-73.9947843,1,3,206,6.042857143,7,42.3,6.1,6,36.6,0,0,0,5.7,1,5.7
Famous Ben's Pizza,177 Spring St,New York,10012,US,40.7249388,-74.0024003,1,3,321,7.786206897,29,225.8,7.775,28,217.7,0,0,0,8.1,1,8.1
Famous Famiglia Pizzeria,488 8th Ave,New York,10001,US,40.7524427,-73.9930147,1,3,101,6.980769231,26,181.5,6.964,25,174.1,0,0,0,7.4,1,7.4
Famous Original Ray's Pizza,204 9th Ave,New York,10011,US,40.7459915,-74.0013473,1,3,106,5.828571429,7,40.8,5.766666667,6,34.6,0,0,0,6.2,1,6.2
Farinella Bakery Pizza,788 Lexington Ave,New York,10065,US,40.7637673,-73.967344,2,3,151,6.025,4,24.1,5.966666667,3,17.9,0,0,0,6.2,1,6.2
Fat Lorenzo's,5600 Cedar Ave S,Minneapolis,55417,US,44.9007915,-93.2477362,2,4,270,6.016666667,6,36.1,6.55,4,26.2,5.8,1,5.8,4.1,1,4.1
Felcaro Pizzeria,280 Cambridge St,Boston,2114,US,42.360973,-71.068077,1,3,150,6.471428571,7,45.3,6.683333333,6,40.1,0,0,0,5.2,1,5.2
Fellini's Pizza,1991 Howell Mill Rd NW,Atlanta,30318,US,33.8091393,-84.4126296,1,4,305,7.2,11,79.2,7.2,10,72,0,0,0,7.2,1,7.2
Fenway Park,4 Yawkey Way,Boston,2115,US,42.3459093,-71.0988281,0,4.5,1218,3.255555556,9,29.3,3.3625,8,26.9,0,0,0,2.4,1,2.4
Filaga Pizzeria,75 9th Ave,New York,10011,US,40.7424509,-74.0059581,1,3.5,63,7.542857143,7,52.8,7.566666667,6,45.4,0,0,0,7.4,1,7.4
Filippi's Pizza Grotto Pacific Beach,962 Garnet Ave,San Diego,92109,US,32.797433,-117.2523779,2,3.5,313,5.55,4,22.2,5.166666667,3,15.5,0,0,0,6.7,1,6.7
Fiore's Pizza,165 Bleecker St,New York,10012,US,40.7288479,-74.000013,1,4,177,7.15625,16,114.5,7.166666667,15,107.5,0,0,0,7,1,7
Five50 Pizza Bar,3730 Las Vegas Blvd S,Las Vegas,89109,US,36.1073485,-115.1765836,2,4,716,6.757894737,19,128.4,6.788888889,18,122.2,0,0,0,6.2,1,6.2
Florina Pizzeria & Paninoteca,16 Derne St,Boston,2114,US,42.3595409,-71.0634498,2,4.5,76,7.724,25,193.1,7.704166667,24,184.9,0,0,0,8.2,1,8.2
Football Pizza,1517 Como Ave SE,Minneapolis,55414,US,44.9880028,-93.2300315,2,4.5,60,7.1,2,14.2,7.4,1,7.4,0,0,0,6.8,1,6.8
Fox's Pizza Den,709 Ruffner Ave,Charleston,25311,US,38.3462309,-81.6203919,0,3,7,1.2,1,1.2,0,0,0,0,0,0,1.2,1,1.2
Francesca's Restaurant & Pizzeria,9 Ponquogue Ave,Hampton Bays,11946,US,40.8778717,-72.5227702,2,3.5,74,7.2,4,28.8,7.5,3,22.5,0,0,0,6.3,1,6.3
Francesco's Pizzeria,186 Columbus Ave,New York,10023,US,40.775197,-73.980691,1,3.5,194,7.223809524,21,151.7,7.136842105,19,135.6,8,1,8,8.1,1,8.1
Frank From Philly & Andrea Pizza,1235 4th St. SE,Minneapolis,55414,US,44.9813871,-93.2373204,1,4,89,6.88,10,68.8,6.8125,8,54.5,8,1,8,6.3,1,6.3
Frank Pepe Pizzeria Napoletana,157 Wooster St,New Haven,6511,US,41.3029994,-72.9169202,2,4,2287,8.722164948,194,1692.1,8.723316062,193,1683.6,0,0,0,8.5,1,8.5
Frank Pepe Pizzeria Napoletana - Chestnut Hill,199 Boylston St,Chestnut Hill,2467,US,42.3215125,-71.1756718,2,3.5,331,8.679104478,67,581.5,8.668181818,66,572.1,0,0,0,9.4,1,9.4
Frank's Trattoria,371 1st Ave,New York,10010,US,40.7360768,-73.9793407,2,3.5,116,7.871428571,7,55.1,7.883333333,6,47.3,0,0,0,7.8,1,7.8
Freddie & Pepper's,303 Amsterdam Ave,New York,10023,US,40.7800257,-73.9803588,1,4,423,7.62,45,342.9,7.609090909,44,334.8,0,0,0,8.1,1,8.1
Friendly Gourmet Pizza,59 Nassau St,New York,10038,US,40.7092384,-74.0088627,1,3.5,52,6.23,7,43.61,6.5,5,32.5,6.31,1,6.31,4.8,1,4.8
Full Moon Pizzeria,600 E 187th St,Bronx,10458,US,40.8553028,-73.8875914,1,4,242,7.2875,8,58.3,7.442857143,7,52.1,0,0,0,6.2,1,6.2
Fusaro's,17 Old S Rd,Nantucket,2554,US,41.2683804,-70.0858313,2,3,57,7.4,2,14.8,7.4,1,7.4,0,0,0,7.4,1,7.4
Galleria Umberto,289 Hanover St,Boston,2113,US,42.3637083,-71.0542803,1,4.5,597,8.044444444,27,217.2,8.1,26,210.6,0,0,0,6.6,1,6.6
Garlic New York Pizza Bar,629 2nd Ave,New York,10016,US,40.7451535,-73.975869,1,3.5,396,7.563636364,11,83.2,7.64,10,76.4,0,0,0,6.8,1,6.8
Gaslight Pizzeria,39 9th Ave,New York,10014,US,40.7407714,-74.0058204,2,2.5,56,4.9,1,4.9,0,0,0,0,0,0,4.9,1,4.9
Gato,324 Lafayette St,New York,10012,US,40.7256063,-73.9952614,3,4,1044,8.325,4,33.3,8.333333333,3,25,0,0,0,8.3,1,8.3
Gennaro's Pizza Parlor,46 Marion Ave,Saratoga Springs,12866,US,43.0913224,-73.7710902,2,4,108,6.863636364,11,75.5,6.82,10,68.2,0,0,0,7.3,1,7.3
Georgio Pizzeria,20 Beaver St,New York,10004,US,40.7048308,-74.0123163,1,3,114,5.9,8,47.2,5.828571429,7,40.8,0,0,0,6.4,1,6.4
Georgio's Gourmet Pizza,11 W Division St,Chicago,60610,US,41.9038129,-87.6291833,1,2.5,53,2.775,4,11.1,3.333333333,3,10,0,0,0,1.1,1,1.1
Geo's Pizza,2849 N Harlem Ave,Chicago,60707,US,41.9322675,-87.8062738,2,4.5,50,7.36,5,36.8,7.425,4,29.7,0,0,0,7.1,1,7.1
Gino's East - Magnificent Mile,162 E Superior St,Chicago,60611,US,41.8959836,-87.6230343,0,5,2,6.926666667,15,103.9,6.978571429,14,97.7,0,0,0,6.2,1,6.2
Giordano's,730 N Rush St,Chicago,60611,US,41.895939,-87.6256378,2,3.5,2460,8.080597015,67,541.4,8.075757576,66,533,0,0,0,8.4,1,8.4
Giordano's Restaurant,18 Lake Ave,Oak Bluffs,2557,US,41.4571614,-70.5572867,2,3.5,139,6.5,4,26,6.4,3,19.2,0,0,0,6.8,1,6.8
Girello,11 Varick St,New York,10013,US,40.71961,-74.0070307,2,3.5,34,6.9,1,6.9,0,0,0,0,0,0,6.9,1,6.9
Giuseppe's Pizza,341 Lexington Ave,New York,10016,US,40.7496668,-73.9769653,1,3.5,90,6.916666667,6,41.5,7.2,4,28.8,6.5,1,6.5,6.2,1,6.2
Gnocco,337 E 10th St,New York,10009,US,40.7271342,-73.9802714,2,3.5,410,7.866666667,3,23.6,8.1,2,16.2,0,0,0,7.4,1,7.4
Good Pie,725 S Las Vegas Blvd,Las Vegas,89101,US,36.1612877,-115.1456299,1,4.5,199,8.1,11,89.1,8.19,10,81.9,0,0,0,7.2,1,7.2
Goodfellas Pizzeria,545 Massachusetts Ave,Indianapolis,46204,US,39.774472,-86.1495484,1,4,233,7.778181818,55,427.8,7.772222222,54,419.7,0,0,0,8.1,1,8.1
GoreMade Pizza,936 N 4th St,Columbus,43201,US,39.9821407,-82.9984713,2,4,106,7.8625,16,125.8,7.893333333,15,118.4,0,0,0,7.4,1,7.4
Gotham Pizza,144 9th Ave,New York,10011,US,40.7438893,-74.003031,1,3.5,149,6.9,4,27.6,6.9,3,20.7,0,0,0,6.9,1,6.9
Grimaldi's,1 Front St,Brooklyn,11201,US,40.70261,-73.9932413,2,3.5,4451,8.421428571,28,235.8,8.437037037,27,227.8,0,0,0,8,1,8
Halftime Pizza,115 Causeway St,Boston,2114,US,42.3650917,-71.0615271,1,3.5,132,7.52195122,82,616.8,7.501234568,81,607.6,0,0,0,9.2,1,9.2
Harry's Italian,2 Gold St,New York,10038,US,40.7074723,-74.0068304,2,3.5,542,7.8,9,70.2,7.771428571,7,54.4,8.1,1,8.1,7.7,1,7.7
Harry's Italian Pizza Bar,30 Rockefeller Plz,New York,10112,US,40.7593755,-73.9799726,1,3.5,125,7.6,15,114,7.621428571,14,106.7,0,0,0,7.3,1,7.3
Hawthorne's NY Pizza & Bar,1701 E 7th St,Charlotte,28204,US,35.21582,-80.821622,2,4,194,7.028571429,7,49.2,7.133333333,6,42.8,0,0,0,6.4,1,6.4
Highline Pizza,503 W 28th St,New York,10001,US,40.7510941,-74.0022306,1,4,106,4.3,3,12.9,5.6,2,11.2,0,0,0,1.7,1,1.7
Home Slice Pizza,501 E 53rd St,Austin,78751,US,30.3159643,-97.7184605,2,4.5,203,6.95,14,97.3,7.038461538,13,91.5,0,0,0,5.8,1,5.8
Iggy's Pizzeria,173 1st Ave,New York,10003,US,40.7292588,-73.9843651,1,3.5,86,5.82,5,29.1,5.725,4,22.9,0,0,0,6.2,1,6.2
Ignazio's,4 Water St,Brooklyn,11201,US,40.7031257,-73.9936086,2,3,426,8.351612903,62,517.8,8.345901639,61,509.1,0,0,0,8.7,1,8.7
Il Corallo Trattoria,176 Prince St,New York,10012,US,40.7261754,-74.0019233,2,4,865,7.1,1,7.1,0,0,0,0,0,0,7.1,1,7.1
Il Forno Pizza,343 2nd Ave,New York,10003,US,40.736006,-73.9825421,1,3,49,6.266666667,3,18.8,6.25,2,12.5,0,0,0,6.3,1,6.3
Il Mattone West Village,450 Hudson St,New York,10014,US,40.7312196,-74.0065106,0,5,25,7.544444444,9,67.9,7.5,8,60,0,0,0,7.9,1,7.9
Il Piccolo Bufalo,141 Mulberry St,New York,10013,US,40.7188558,-73.9979012,2,3.5,220,6.725,4,26.9,5.25,2,10.5,9,1,9,7.4,1,7.4
Imperial Pizza,1035 Abbott Rd,Buffalo,14220,US,42.8359733,-78.8072699,1,4,163,7.56,20,151.2,7.6,19,144.4,0,0,0,6.8,1,6.8
Intrepid Summer Movie Series,Pier 86 W 46th St 12th Ave,New York,10036,US,40.7645266,-73.9996076,0,3.5,4,2.7,1,2.7,0,0,0,0,0,0,2.7,1,2.7
IPizzaNY,707 9th Ave,New York,10019,US,40.7626772,-73.9900119,1,3,45,5.675,4,22.7,6.866666667,3,20.6,0,0,0,2.1,1,2.1
Isola,19 Church St,Edgartown,2539,US,41.3907962,-70.5145215,2,4,84,5.15,2,10.3,4.2,1,4.2,0,0,0,6.1,1,6.1
Italian Village Pizzeria,1494 1st Ave,New York,10075,US,40.7714577,-73.9529963,1,3.5,199,7.273684211,19,138.2,7.25,18,130.5,0,0,0,7.7,1,7.7
Jekyll & Hyde,91 7th Ave S,New York,10014,US,40.7327781,-74.0029512,2,2.5,665,1.9,1,1.9,0,0,0,0,0,0,1.9,1,1.9
Jiannetto's Pizza Truck,47th St & Park Ave,New York,10017,US,40.760405,-73.9874535,1,4,20,8.4,6,50.4,8.225,4,32.9,9.4,1,9.4,8.1,1,8.1
Joe & Pat's Pizzeria,168 1st Ave,New York,10009,US,40.728906,-73.9840414,2,4,84,8.664150943,53,459.2,8.669230769,52,450.8,0,0,0,8.4,1,8.4
Joe G Pizza & Restaurant,244 W 56th St,New York,10019,US,40.7656166,-73.9830259,2,4,121,6.9,1,6.9,0,0,0,0,0,0,6.9,1,6.9
Joe's Pizza,111 Broadway,Santa Monica,90401,US,34.0132137,-118.4962533,1,3.5,1034,7.855813953,43,337.8,7.845238095,42,329.5,0,0,0,8.3,1,8.3
Joe's Pizza,7 Carmine St,New York,10014,US,40.7305876,-74.002141,1,4,2202,8.297520661,121,1004,8.295833333,120,995.5,0,0,0,8.5,1,8.5
Joe's Pizza,211 8th Ave,New York,10011,US,40.743953,-73.999752,1,2.5,48,6.19,10,61.9,6.011111111,9,54.1,0,0,0,7.8,1,7.8
Joey Pepperoni's Pizza,493 2nd Ave,New York,10016,US,40.7409664,-73.9789915,1,4,74,5.4,4,21.6,5.233333333,3,15.7,0,0,0,5.9,1,5.9
Joey's Pizzeria,197 Lower County Rd,Dennis Port,2639,US,41.6573714,-70.1406268,2,3.5,58,6.888888889,9,62,6.8375,8,54.7,0,0,0,7.3,1,7.3
John & Tony's,1097 1st Ave,New York,10065,US,40.7604259,-73.9616128,1,3,86,6.433333333,3,19.3,6.3,2,12.6,0,0,0,6.7,1,6.7
Johnny Pepperoni,219 11th St,Hoboken,7030,US,40.7501463,-74.0296929,2,4,321,8.36,10,83.6,8.444444444,9,76,0,0,0,7.6,1,7.6
Johnny's Pizzeria,30 W Lincoln Ave,Mount Vernon,10550,US,40.9176619,-73.8393793,2,4.5,229,9.064102564,78,707,9.063636364,77,697.9,0,0,0,9.1,1,9.1
John's of Bleecker Street,278 Bleecker St,New York,10014,US,40.7316187,-74.0034468,2,4,1754,8.883098592,568,5045.6,8.882363316,567,5036.3,0,0,0,9.3,1,9.3
John's of Times Square,260 W 44th St,New York,10036,US,40.7582117,-73.9883958,2,3.5,1953,8.4,121,1016.4,8.405042017,119,1000.2,7.8,1,7.8,8.4,1,8.4
J's Pizza,98 7th Ave,New York,10011,US,40.7398901,-73.9989915,1,4,113,6.366666667,3,19.1,6.15,2,12.3,0,0,0,6.8,1,6.8
Juliana's Pizza,19 Old Fulton St,Brooklyn,11201,US,40.7027359,-73.9934479,2,4.5,1921,8.211538462,26,213.5,8.264,25,206.6,0,0,0,6.9,1,6.9
Julian's Italian Pizzeria & Kitchen,6462 N New Braunfels Ave,San Antonio,78209,US,29.4895746,-98.4588608,2,4,100,7.810714286,28,218.7,7.807407407,27,210.8,0,0,0,7.9,1,7.9
Justino's Pizzeria,881 10th Ave,New York,10019,US,40.7695645,-73.9886224,1,3.5,197,4.92,5,24.6,5.3,4,21.2,0,0,0,3.4,1,3.4
Justino's Pizzeria,77 Pearl St,New York,10004,US,40.7040298,-74.01048,1,3.5,112,7.632258065,31,236.6,7.64,30,229.2,0,0,0,7.4,1,7.4
Kesté Pizza & Vino,271 Bleecker St,New York,10014,US,40.7315345,-74.0029626,2,4,1333,7.211111111,9,64.9,7.142857143,7,50,8.5,1,8.5,6.4,1,6.4
Kinchley's Tavern,586 N Franklin Tpke,Ramsey,7446,US,41.0776986,-74.1387265,2,4,548,7.836956522,46,360.5,7.844444444,45,353,0,0,0,7.5,1,7.5
King Umberto's of Elmont,1343 Hempstead Tpke,Elmont,11003,US,40.7079094,-73.6900874,2,4.5,356,8.39,20,167.8,8.405263158,19,159.7,0,0,0,8.1,1,8.1
King's Pizza,325 Coronado Dr,Clearwater,33767,US,27.972532,-82.8282307,1,4,125,5.84,5,29.2,6.7,4,26.8,0,0,0,2.4,1,2.4
Kiss My Slice,401 E 57th St,New York,10022,US,40.7584227,-73.9626049,0,4,16,4.733333333,3,14.2,3.55,2,7.1,0,0,0,7.1,1,7.1
Kiss My Slice,274 W 40th St,New York,10018,US,40.7557265,-73.9905152,1,4,178,6.488235294,17,110.3,6.466666667,15,97,7,1,7,6.3,1,6.3
Krispy Pizza,33 Hudson St,Jersey City,7302,US,40.7132,-74.0355525,1,4,158,7.9,14,110.6,8.030769231,13,104.4,0,0,0,6.2,1,6.2
L & B Spumoni Gardens,2725 86th St,Brooklyn,11223,US,40.5947441,-73.9813041,1,4,3372,8.337209302,86,717,8.348235294,85,709.6,0,0,0,7.4,1,7.4
La Bellezza,145 E 49th St,New York,10017,US,40.7558161,-73.9720294,1,4,248,7.236,25,180.9,7.2125,24,173.1,0,0,0,7.8,1,7.8
La Bellezza Pizza,315 Broadway,New York,10007,US,40.7157456,-74.0053843,2,3.5,13,7.3,4,29.2,7.366666667,3,22.1,0,0,0,7.1,1,7.1
La Gusto Pizza,382 8th Ave,New York,10001,US,NA,NA,1,3.5,28,4.075,4,16.3,4.366666667,3,13.1,0,0,0,3.2,1,3.2
La Margarita Pizza,168 Ludlow St,New York,10002,US,40.721395,-73.9874389,1,4.5,259,7.528571429,28,210.8,7.511111111,27,202.8,0,0,0,8,1,8
La Mia Pizza,1488 1st Ave,New York,10075,US,40.771291,-73.95318,1,3,176,7.07,10,70.7,6.75,8,54,10,1,10,6.7,1,6.7
La Nonna Krispy Krust Pizza,175 Kent Ave,Brooklyn,11211,US,40.7179382,-73.9637027,0,5,11,8.25,2,16.5,9.1,1,9.1,0,0,0,7.4,1,7.4
La Pizza Fresca Ristorante,31 E 20th St,New York,10003,US,40.739047,-73.988895,2,3,143,7.1,1,7.1,0,0,0,0,0,0,7.1,1,7.1
La Rossa,267 Lafayette St,New York,10012,US,40.7234824,-73.9964503,0,3.5,15,6.68,5,33.4,7.15,4,28.6,0,0,0,4.8,1,4.8
La Trattoria,844 2nd Ave,New York,10017,US,40.7515735,-73.970671,1,2.5,52,6.64,5,33.2,6.6,4,26.4,0,0,0,6.8,1,6.8
LA Traviata Pizzeria,101 W 68th St,New York,10023,US,40.7750717,-73.980868,1,3.5,157,5.725,4,22.9,6.25,2,12.5,5,1,5,5.4,1,5.4
La Vera Pizzeria & Restaurant,922 2nd Ave,New York,10017,US,40.7540761,-73.9688452,1,3,84,6.711111111,9,60.4,6.775,8,54.2,0,0,0,6.2,1,6.2
